CN,INVYR,LICHEN_REGION,LICH_SPPCD,MEASYEAR,LICHEN_REGION_DESCR,SPP_ACRONYM,GENUS,SUM_ABUNDANCE,FREQUENCY_PCT,SPECIES,PLOTS_IN_REGION,CREATED_DATE,MODIFIED_DATE
43860505020004,2001,3,2704,2001,Interior West                           ,Fpusor,Flavopunctelia                          ,76.0,31,soredica                                ,85,2012-06-19 19:11:58,
43860506020004,2001,3,2820,2001,Interior West                           ,Hetrug,Heterodermia                            ,9.0,4,rugulosa                                ,85,2012-06-19 19:11:58,
43860507020004,2001,3,2822,2001,Interior West                           ,Hetspe,Heterodermia                            ,6.0,2,speciosa                                ,85,2012-06-19 19:11:58,
43860508020004,2001,3,2901,2001,Interior West                           ,Hphadg,Hyperphyscia                            ,4.0,2,adglutinata                             ,85,2012-06-19 19:11:58,
43860509020004,2001,3,3301,2001,Interior West                           ,Imsale,Imshaugia                               ,1.0,1,aleurites                               ,85,2012-06-19 19:11:58,
43860510020004,2001,3,3302,2001,Interior West                           ,Imspla,Imshaugia                               ,20.0,7,placorodia                              ,85,2012-06-19 19:11:58,
43860511020004,2001,3,3616,2001,Interior West                           ,Lepfur,Leptogium                               ,22.0,8,pseudofurfuraceum                       ,85,2012-06-19 19:11:58,
43860512020004,2001,3,3628,2001,Interior West                           ,Lepmil,Leptogium                               ,3.0,1,milligranum                             ,85,2012-06-19 19:11:58,
43860513020004,2001,3,4000,2001,Interior West                           ,Mel   ,Melanelia                               ,3.0,1,,85,2012-06-19 19:11:58,
43860514020004,2001,3,4002,2001,Interior West                           ,Melele,Melanohalea                             ,9.0,4,elegantula                              ,85,2012-06-19 19:11:58,
43860515020004,2001,3,4004,2001,Interior West                           ,Melexl,Melanohalea                             ,6.0,2,exasperatula                            ,85,2012-06-19 19:11:58,
43860516020004,2001,3,4017,2001,Interior West                           ,Melsol,Melanohalea                             ,53.0,20,subolivacea                             ,85,2012-06-19 19:11:58,
43860517020004,2001,3,5600,2001,Interior West                           ,Pha   ,Phaeophyscia                            ,11.0,5,,85,2012-06-19 19:11:58,
43860518020004,2001,3,5602,2001,Interior West                           ,Phacer,Phaeophyscia                            ,49.0,20,cernohorskyi                            ,85,2012-06-19 19:11:58,
43860519020004,2001,3,5605,2001,Interior West                           ,Phahir,Phaeophyscia                            ,9.0,4,hirsuta                                 ,85,2012-06-19 19:11:58,
43860520020004,2001,3,5607,2001,Interior West                           ,Phahis,Phaeophyscia                            ,11.0,5,hispidula                               ,85,2012-06-19 19:11:58,
43860521020004,2001,3,5700,2001,Interior West                           ,Phy   ,Physcia                                 ,6.0,2,,85,2012-06-19 19:11:58,
43860522020004,2001,3,5701,2001,Interior West                           ,Phyads,Physcia                                 ,8.0,4,adscendens                              ,85,2012-06-19 19:11:58,
43860523020004,2001,3,5705,2001,Interior West                           ,Phybiz,Physcia                                 ,59.0,22,biziana                                 ,85,2012-06-19 19:11:58,
43860524020004,2001,3,5710,2001,Interior West                           ,Phydim,Physcia                                 ,55.0,22,dimidiata                               ,85,2012-06-19 19:11:58,
43860525020004,2001,3,5719,2001,Interior West                           ,Phypse,Physcia                                 ,3.0,1,pseudospeciosa                          ,85,2012-06-19 19:11:58,
43860526020004,2001,3,5900,2001,Interior West                           ,Pho   ,Physconia                               ,3.0,1,,85,2012-06-19 19:11:58,
43860527020004,2001,3,5901,2001,Interior West                           ,Phodet,Physconia                               ,7.0,2,detersa                                 ,85,2012-06-19 19:11:58,
43860528020004,2001,3,5903,2001,Interior West                           ,Phoent,Physconia                               ,3.0,1,enteroxantha                            ,85,2012-06-19 19:11:58,
43860529020004,2001,3,5906,2001,Interior West                           ,Phoper,Physconia                               ,3.0,1,perisidiosa                             ,85,2012-06-19 19:11:58,
43860530020004,2001,3,5909,2001,Interior West                           ,Phoele,Physconia                               ,18.0,7,elegantula                              ,85,2012-06-19 19:11:58,
43860531020004,2001,3,6704,2001,Interior West                           ,Punhyp,Punctelia                               ,3.0,1,hypoleucites                            ,85,2012-06-19 19:11:58,
43860532020004,2001,3,6711,2001,Interior West                           ,Punsub,Punctelia                               ,3.0,1,subrudecta                              ,85,2012-06-19 19:11:58,
43860533020004,2001,3,6930,2001,Interior West                           ,Ramsin,Ramalina                                ,3.0,1,sinensis                                ,85,2012-06-19 19:11:58,
43860534020004,2001,3,8000,2001,Interior West                           ,Usn   ,Usnea                                   ,9.0,4,,85,2012-06-19 19:11:58,
43860535020004,2001,3,8029,2001,Interior West                           ,Usnfil,Usnea                                   ,3.0,1,filipendula                             ,85,2012-06-19 19:11:58,
43860536020004,2001,3,8041,2001,Interior West                           ,Usnhir,Usnea                                   ,50.0,19,hirta                                   ,85,2012-06-19 19:11:58,
43860537020004,2001,3,8203,2001,Interior West                           ,Xanfal,Xanthomendoza                           ,85.0,35,fallax                                  ,85,2012-06-19 19:11:58,
43860538020004,2001,3,8214,2001,Interior West                           ,Xanmon,Xanthomendoza                           ,43.0,18,montana                                 ,85,2012-06-19 19:11:58,
43860539020004,2001,3,8301,2001,Interior West                           ,Cndcon,Candelaria                              ,16.0,7,concolor                                ,85,2012-06-19 19:11:58,
43860540020004,2001,3,8302,2001,Interior West                           ,Cndfib,Candelaria                              ,3.0,1,fibrosa                                 ,85,2012-06-19 19:11:58,
43860541020004,2001,3,8601,2001,Interior West                           ,Lecmur,Lecanora                                ,3.0,1,muralis                                 ,85,2012-06-19 19:11:58,
43860363020004,2002,3,5607,2002,Interior West                           ,Phahis,Phaeophyscia                            ,3.0,1,hispidula                               ,148,2012-06-19 19:11:42,
43860364020004,2002,3,5611,2002,Interior West                           ,Phanig,Phaeophyscia                            ,21.0,5,nigricans                               ,148,2012-06-19 19:11:42,
43860365020004,2002,3,5612,2002,Interior West                           ,Phaorb,Phaeophyscia                            ,8.0,3,orbicularis                             ,148,2012-06-19 19:11:42,
